id,name,shortname,entrez_id,mgi
1059,"neural precursor cell expressed, developmentally down-regulated gene 4-like","Nedd4l","83814","1933754"
1060,"forkhead box P2","Foxp2","114142","2148705"
1061,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A","Sema5a","20356","107556"
1062,"netrin G1","Ntng1","80883","1934028"
1063,"CUGBP, Elav-like family member 2","Celf2","14007","1338822"
1064,"unc-5 homolog C (C. elegans)","Unc5c","22253","1095412"
1065,"plexin A4","Plxna4","243743","2179061"
1066,"odd Oz/ten-m homolog 3 (Drosophila)","Odz3","23965","1345183"
1067,"transcription factor 12","Tcf12","21406","101877"
1068,"ryanodine receptor 2, cardiac","Ryr2","20191","99685"
1069,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D","Sema3d","108151","1860118"
1070,"low density lipoprotein-related protein 12","Lrp12","239393","2443132"
1071,"RNA binding motif, single stranded interacting protein 1","Rbms1","56878","1861774"
1072,"Eph receptor A6","Epha6","13840","108034"
1073,"early B-cell factor 1","Ebf1","13591","95275"
1074,"unc-5 homolog D (C. elegans)","Unc5d","210801","2389364"
1075,"Eph receptor A5","Epha5","13839","99654"
1076,"neuroligin 1","Nlgn1","192167","2179435"
1077,"poly(rC) binding protein 3","Pcbp3","59093","1890470"
1078,"neuronal growth regulator 1","Negr1","320840","2444846"
1079,"roundabout homolog 1 (Drosophila)","Robo1","19876","1274781"
1080,"slit homolog 2 (Drosophila)","Slit2","20563","1315205"
1081,"opioid receptor, mu 1","Oprm1","18390","97441"
1082,"v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)","Erbb4","13869","104771"
1083,"gamma-aminobutyric acid (GABA-A) receptor, subunit beta 3","Gabrb3","14402","95621"
1084,"dystrobrevin alpha","Dtna","13527","106039"
1085,"protein phosphatase 3, catalytic subunit, alpha isoform","Ppp3ca","19055","107164"
1086,"regulator of G protein signaling 7","Rgs7","24012","1346089"
1087,"SLIT-ROBO Rho GTPase activating protein 1","Srgap1","117600","2152936"
1088,"calcium/calmodulin-dependent protein kinase II, delta","Camk2d","108058","1341265"
1089,"anaplastic lymphoma kinase","Alk","11682","103305"
1090,"calneuron 1","Caln1","140904","2155987"
1091,"protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), beta isoform","Ppp2r2b","72930","1920180"
1092,"cadherin 13","Cdh13","12554","99551"
1093,"delta/notch-like EGF-related receptor","Dner","227325","2152889"
1094,"diacylglycerol kinase, beta","Dgkb","217480","2442474"
1095,"Eph receptor A3","Epha3","13837","99612"
1096,"potassium voltage-gated channel, subfamily H (eag-related), member 1","Kcnh1","16510","1341721"
1097,"T-cell lymphoma invasion and metastasis 1","Tiam1","21844","103306"
1098,"Eph receptor B1","Ephb1","270190","1096337"
1099,"A kinase (PRKA) anchor protein (yotiao) 9","Akap9","100986","2178217"
1100,"LIM domain binding 2","Ldb2","16826","894670"
1101,"contactin 6","Cntn6","53870","1858223"
1102,"SRY-box containing gene 5","Sox5","20678","98367"
1103,"citron","Cit","12704","105313"
1104,"forkhead box P1","Foxp1","108655","1914004"
1105,"glial cell line derived neurotrophic factor family receptor alpha 1","Gfra1","14585","1100842"
1106,"plexin A2","plxna2","18845","107684"
1107,"transducin-like enhancer of split 4, homolog of Drosophila E(spl)","Tle4","21888","104633"
1108,"ets variant gene 6 (TEL oncogene)","Etv6","14011","109336"
1109,"glucan (1,4-alpha-), branching enzyme 1","Gbe1","74185","1921435"
1110,"inositol 1,4,5-triphosphate receptor 1","Itpr1","16438","96623"
1111,"PTK2 protein tyrosine kinase 2","Ptk2","14083","95481"
1112,"protein kinase C, alpha","Prkca","18750","97595"
1113,"SH3-domain kinase binding protein 1","Sh3kbp1","58194","1889583"
1114,"single-stranded DNA binding protein 2","Ssbp2","66970","1914220"
1115,"slit homolog 3 (Drosophila)","Slit3","20564","1315202"
1116,"wingless-type MMTV integration site family, member 2B","Wnt2b","22414","1261834"
1117,"potassium inwardly-rectifying channel, subfamily J, member 6","Kcnj6","16522","104781"
1118,"protein tyrosine phosphatase, receptor type, D","Ptprd","19266","97812"
1425,"nuclear receptor interacting protein 3","Nrip3","78593","1925843"
1121,"potassium channel, subfamily K, member 13","Kcnk13","217826","2384976"
1124,"SRY (sex determining region Y)-box 3","Sox3","20675","98365"
1125,"SRY (sex determining region Y)-box 2","Sox2","20674","98364"
1131,"chordin","Chrd","12667","1313268"
1132,"neuroligin 3","NLGN3","54413",""
1135,"regulator of G-protein signaling 17","Rgs17","56533","1927469"
1138,"growth factor receptor bound protein 10","Grb10","14783","103232"
1142,"pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1","Pcbd1","13180","94873"
1143,"ERBB receptor feedback inhibitor 1","Errfi1","74155","1921405"
1145,"transmembrane 4 L six family member 20","Tm4sf20","66261","1913511"
1147,"ribosomal modification protein rimK-like family member B","Rimklb","108653","1918325"
1148,"tubulin, beta 4B class IVB","Tubb4b","227613","1915472"
1149,"Cd200 antigen","Cd200","17470","1196990"
1150,"chimerin 2","Chn2","69993","1917243"
1151,"Eph receptor A1","Epha1","13835","107381"
1154,"SEBOX homeobox","Sebox","18292","108012"
1155,"protein phosphatase 1, regulatory (inhibitor) subunit 7","Ppp1r7","66385","1913635"
1156,"protein tyrosine phosphatase, receptor type, U","Ptpru","19273","1321151"
1157,"sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C","Sema6c","20360","1338032"
1158,"vascular endothelial growth factor A","Vegfa","22339","103178"
1159,"dual specificity phosphatase 6","Dusp6","67603","1914853"
1161,"plexin domain containing 1","Plxdc1","72324","1919574"
1162,"solute carrier family 25 (mitochondrial deoxynucleotide carrier), member 19","Slc25a19","67283","1914533"
1163,"interferon gamma receptor 2","Ifngr2","15980","107654"
1165,"acid-sensing (proton-gated) ion channel family member 4","Asic4","241118","2652846"
1167,"hepatic leukemia factor","Hlf","217082","96108"
1168,"nuclear distribution gene E-like homolog 1 (A. nidulans)","Ndel1","83431","1932915"
1171,"a disintegrin and metallopeptidase domain 11","Adam11","11488","1098667"
1173,"neurogranin","Nrgn","64011","1927184"
1175,"aconitase 2, mitochondrial","Aco2","11429","87880"
1176,"membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)","Mpp3","13384","1328354"
1179,"frizzled-related protein","Frzb","20378","892032"
1180,"frizzled homolog 3 (Drosophila)","Fzd3","14365","108476"
1184,"immediate early response 5","Ier5","15939","1337072"
1186,"MAM domain containing glycosylphosphatidylinositol anchor 1","Mdga1","74762","1922012"
1187,"nuclear receptor subfamily 5, group A, member 1","Nr5a1","26423","1346833"
1188,"signal peptide, CUB domain, EGF-like 2","Scube2","56788","1928765"
1189,"carbonic anhydrase 8","Car8","12319","88253"
1190,"Bcl-2-related ovarian killer protein","Bok","51800","1858494"
1193,"Eph receptor B6","Ephb6","13848","1096338"
1194,"estrogen related receptor, alpha","Esrra","26379","1346831"
1195,"guanine nucleotide binding protein (G protein), beta 4","Gnb4","14696","104581"
1196,"homer homolog 3 (Drosophila)","Homer3","26558","1347359"
1197,"keratin 19","Krt19","16669","96693"
1198,"human immunodeficiency virus type I enhancer binding protein 2","Hivep2","15273","1338076"
1199,"insulin-like growth factor binding protein 4","Igfbp4","16010","96439"
1200,"mitofusin 1","Mfn1","67414","1914664"
1201,"lipoprotein lipase","Lpl","16956","96820"
1202,"septin 7","Sept7","235072","1335094"
1204,"paired-like homeodomain transcription factor 2","Pitx2","18741","109340"
1205,"eukaryotic translation elongation factor 1 alpha 1","Eef1a1","13627","1096881"
1206,"FYVE, RhoGEF and PH domain containing 5","Fgd5","232237","2443369"
1207,"TGFB-induced factor homeobox 1","Tgif1","21815","1194497"
1213,"mitochondrial translational initiation factor 2","Mtif2","76784","1924034"
1214,"nuclear receptor subfamily 4, group A, member 3","Nr4a3","18124","1352457"
1217,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 7","Slc17a7","72961","1920211"
1220,"Trk-fused gene","Tfg","21787","1338041"
1223,"protein kinase C, theta","Prkcq","18761","97601"
1224,"zinc finger and BTB domain containing 18","Zbtb18","30928","1353609"
1225,"junctophilin 4","Jph4","319984","2443113"
1226,"ephrin A1","Efna1","13636","103236"
1229,"keratin 12","Krt12","268482","96687"
1230,"Src homology 2 domain containing F","Shf","435684","3613669"
1232,"ADP-ribosylation factor-like 4C","Arl4c","320982","2445172"
1233,"cytoplasmic FMR1 interacting protein 2","Cyfip2","76884","1924134"
1234,"potassium voltage gated channel, Shaw-related subfamily, member 4","Kcnc4","99738","96670"
1236,"sulfotransferase family 1A, phenol-preferring, member 1","Sult1a1","20887","102896"
1238,"StAR-related lipid transfer (START) domain containing 5","Stard5","170460","2156765"
1239,"sterol O-acyltransferase 2","Soat2","223920","1332226"
1240,"Rho GTPase activating protein 33","Arhgap33","233071","2673998"
1243,"interleukin 12a","Il12a","16159","96539"
1244,"interleukin 12b","Il12b","16160","96540"
1245,"MARCKS-like 1","Marcksl1","17357","97143"
1246,"wingless-related MMTV integration site 7B","Wnt7b","22422","98962"
1248,"autophagy related 4C, cysteine peptidase","Atg4c","242557","2651854"
1250,"epidermal growth factor receptor pathway substrate 8","Eps8","13860","104684"
1251,"inositol 1,4,5-trisphosphate 3-kinase A","Itpka","228550","1333822"
1252,"microtubule-associated protein 1 light chain 3 alpha","Map1lc3a","66734","1915661"
1253,"asparaginyl-tRNA synthetase","Nars","70223","1917473"
1254,"polo-like kinase 2","Plk2","20620","1099790"
1255,"protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), gamma isoform","Ppp2r2c","269643","2442660"
1256,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4","Slc25a4","11739","1353495"
1257,"MAD homolog 4 (Drosophila)","Smad4","17128","894293"
1258,"thymus cell antigen 1, theta","Thy1","21838","98747"
1259,"C2 calcium-dependent domain containing 2-like","C2cd2l","71764","1919014"
1261,"B-cell CLL/lymphoma 6, member B","Bcl6b","12029","1278332"
1264,"G-protein coupled receptor 12","Gpr12","14738","101909"
1265,"H2A histone family, member Z","H2afz","51788","1888388"
1266,"A kinase (PRKA) anchor protein 5","Akap5","238276","2685104"
1267,"methionine sulfoxide reductase B2","Msrb2","76467","1923717"
1268,"prohibitin","Phb","18673","97572"
1269,"PHD finger protein 6","Phf6","70998","1918248"
1271,"PTK2 protein tyrosine kinase 2 beta","Ptk2b","19229","104908"
1274,"SH3/ankyrin domain gene 3","Shank3","58234","1930016"
1278,"SH3 domain binding glutamic acid-rich protein-like 3","Sh3bgrl3","73723","1920973"
1283,"insulin related protein 2 (islet 2)","Isl2","104360","109156"
1284,"RIKEN cDNA 3110035E14 gene","3110035E14Rik","76982","1924232"
1287,"intercellular adhesion molecule 5, telencephalin","Icam5","15898","109430"
1289,"potassium channel tetramerisation domain containing 12","Kctd12","239217","2145823"
1290,"synaptic Ras GTPase activating protein 1 homolog (rat)","Syngap1","240057","3039785"
1292,"adrenergic receptor, alpha 1d","Adra1d","11550","106673"
1294,"cholinergic receptor, muscarinic 2, cardiac","Chrm2","243764","88397"
1296,"solute carrier family 6 (neurotransmitter transporter, L-proline), member 7","Slc6a7","240332","2147363"
1300,"manic fringe homolog (Drosophila)","Mfng","17305","1095404"
1304,"POU domain, class 3, transcription factor 2","Pou3f2","18992","101895"
1306,"DNA segment, Chr 8, ERATO Doi 738, expressed","D8Ertd738e","101966","1289231"
1308,"NPC1-like 1","Npc1l1","237636","2685089"
1311,"creatine kinase, muscle","Ckm","12715","88413"
1313,"SLIT and NTRK-like family, member 3","Slitrk3","386750","2679447"
1317,"fibronectin leucine rich transmembrane protein 1","Flrt1","396184","3026647"
1320,"far upstream element (FUSE) binding protein 1","Fubp1","51886","1196294"
1321,"gamma-aminobutyric acid (GABA-A) receptor, subunit theta","Gabrq","57249","1888498"
1323,"insulin receptor substrate 4","Irs4","16370","1338009"
1325,"melanoma antigen, family L, 2","Magel2","27385","1351648"
1330,"G protein-coupled receptor 165","Gpr165","76206","1923456"
1332,"cadherin-like 24","Cdh24","239096","1928330"
1343,"procollagen, type XII, alpha 1","Col12a1","12816","88448"
1345,"synaptotagmin V","Syt5","53420","1926368"
1346,"guanine nucleotide binding protein (G protein), gamma 12","Gng12","14701","1336171"
1347,"cyclin A2","Ccna2","12428","108069"
1349,"gastrin releasing peptide receptor","Grpr","14829","95836"
1351,"GS homeobox 2","Gsx2","14843","95843"
1387,"calpain 3","Capn3","12335","107437"
1357,"G protein-coupled receptor, family C, group 5, member C","Gprc5c","70355","1917605"
1360,"prokineticin receptor 2","Prokr2","246313","2181363"
1361,"suppressor of cytokine","Socs6","54607","1924885"
1362,"transducin-like enhancer of split 1, homolog of Drosophila E(spl)","Tle1","21885","104636"
1364,"Niemann-Pick type C1","Npc1","18145","1097712"
1365,"F-box and leucine-rich repeat protein 5","Fbxl5","242960","2152883"
1367,"G protein-coupled receptor 151","Gpr151","240239","2441887"
1369,"lymphocyte antigen 6 complex, locus E","Ly6e","17069","106651"
1370,"trophoblast glycoprotein","Tpbg","21983","1341264"
1371,"testis specific protein, Ddc8","Ddc8","58251","1929713"
1372,"RIKEN cDNA 1700010C24 gene","1700010C24Rik","70363","1917613"
1373,"potassium channel tetramerisation domain containing 9","Kctd9","105440","2145579"
1374,"solute carrier family 36 (proton/amino acid symporter), member 1","Slc36a1","215335","2445299"
1376,"neuroligin 4","Nlgn4","631671",""
1379,"ELK1, member of ETS oncogene family","Elk1","13712","101833"
1380,"glypican 4","Gpc4","14735","104902"
1382,"membrane bound C2 domain containing protein","Mbc2","23943","1344426"
1384,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8","Slc17a8","216227","3039629"
1386,"coiled-coil domain containing 3","Ccdc3","74186","1921436"
1388,"carbonic anhydrase 11","Car11","12348","1336193"
1389,"calcium-sensing receptor","Casr","12374","1351351"
1390,"ceramide kinase","Cerk","223753","2386052"
1391,"copine VII","Cpne7","102278","2142747"
1392,"colony stimulating factor 2 receptor, beta 2, low-affinity (granulocyte-macrophage)","Csf2rb2","12984","1339760"
1393,"frizzled homolog 5 (Drosophila)","Fzd5","14367","108571"
1395,"interleukin 16","Il16","16170","1270855"
1396,"neuropeptide VF precursor","Npvf","60531","1926488"
1397,"secreted frizzled-related protein 4","Sfrp4","20379","892010"
1398,"SRY-box containing gene 12","Sox12","20667","98360"
1399,"wingless-type MMTV integration site family, member 3","Wnt3","22415","98955"
1403,"sodium channel, type IV, beta","Scn4b","399548","2687406"
1404,"synaptic vesicle glycoprotein 2 b","Sv2b","64176","1927338"
1405,"expressed sequence AI593442","AI593442","330941","2143099"
1406,"Purkinje cell protein 4-like 1","Pcp4l1","66425","1913675"
1408,"protein arginine N-methyltransferase 2","Prmt2","15468","1316652"
1409,"reticulon 4","Rtn4","68585","1915835"
1410,"D site albumin promoter binding protein","Dbp","13170","94866"
1411,"carbonic anyhydrase 12","Car12","76459","1923709"
1412,"START domain containing 8","Stard8","236920","2448556"
1413,"kit oncogene","Kit","16590","96677"
1414,"regulator of G-protein signaling 20","Rgs20","58175","1929866"
1415,"hairy/enhancer-of-split related with YRPW motif 2","Hey2","15214","1341884"
1416,"SRY-box containing gene 1","Sox1","20664","98357"
1417,"transferrin","Trf","22041","98821"
1420,"diazepam binding inhibitor","Dbi","13167","94865"
1421,"gamma-aminobutyric acid (GABA-A) receptor, subunit delta","Gabrd","14403","95622"
1422,"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9","Galnt9","231605","2677965"
1423,"GTP cyclohydrolase I feedback regulator","Gchfr","320415","2443977"
1424,"potassium inwardly-rectifying channel, subfamily J, member 14","Kcnj14","211480","2384820"
1426,"pyruvate dehyrogenase phosphatase catalytic subunit 1","Pdp1","381511","2685870"
1427,"transmembrane protein 35A","Tmem35a","67564","1914814"
1428,"Wolfram syndrome 1 homolog (human)","Wfs1","22393","1328355"
1429,"phospholipase D family, member 3","Pld3","18807","1333782"
1430,"POU domain, class 6, transcription factor 1","Pou6f1","19009","102935"
1431,"Kv channel-interacting protein 2","Kcnip2","80906","2135916"
1432,"beta-2 microglobulin","B2m","12010","88127"
1433,"eukaryotic translation initiation factor 4, gamma 2","Eif4g2","13690","109207"
